t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,values
1593363343,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363348,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363353,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363358,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363363,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363368,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363373,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363378,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363383,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363388,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363393,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363398,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363403,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363408,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363413,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363418,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363423,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363428,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363433,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363438,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363443,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363448,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363453,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363458,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363463,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363468,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363473,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363478,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363483,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363488,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363493,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363498,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363503,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363508,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593363513,119,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
