t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,values
1593700472,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700477,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700482,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700487,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700492,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700497,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700503,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700507,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700512,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700517,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700522,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700527,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700532,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700537,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700542,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700547,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700552,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700557,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700562,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700567,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700572,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700577,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700582,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700588,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700592,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700597,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700602,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
1593700607,153,112,112.000000,112,0.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112.000000,112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|112|
