timestamp,source,splitSentence,wordCount
1418392091,198,35115,35210
1418392096,822,34259,34317
1418392101,721,35356,35395
1418392106,1095,35868,35606
1418392111,548,35679,35672
1418392116,875,32997,33173
1418392121,816,36088,35972
1418392126,1399,34998,35280
1418392131,532,36685,35933
1418392136,824,36386,37005
1418392141,498,35522,35739
1418392146,940,35604,35275
1418392151,947,35335,35197
1418392156,463,32330,32874
1418392161,1296,35009,34679
1418392166,342,35076,34982
1418392171,1055,33452,33782
1418392176,1397,33883,33383
1418392181,324,29810,30171
1418392186,590,34095,33863
1418392191,390,34808,34486
1418392196,861,34178,34812
1418392201,660,36043,35755
1418392206,1618,34147,34413
1418392211,0,35812,35262
1418392216,501,34212,34831
1418392221,1151,35522,35275
1418392226,451,35098,35245
1418392231,645,35845,35960
1418392236,773,34239,34164
1418392241,1005,35980,35539
1418392246,920,35086,35293
1418392251,561,34490,35042
1418392256,944,35819,34970
1418392261,786,34999,35119
1418392266,727,34624,35012
1418392271,1384,35338,35199
1418392276,178,35740,35403
1418392281,1034,35003,34965
1418392286,503,34919,35442
1418392291,674,34332,34223
1418392296,722,33616,33598
1418392301,1055,35302,35095
1418392306,863,35255,35563
1418392311,625,35699,35292
1418392316,826,35219,35481
1418392321,1072,35673,35386
1418392326,903,35160,35233
1418392331,653,34721,35200
1418392336,995,28393,28270
1418392341,1143,34962,34885
1418392346,455,35871,35996
1418392351,802,34778,34794
1418392356,921,35063,34736
1418392361,633,35613,35530
1418392366,999,34001,34385
1418392371,470,35519,34974
1418392376,660,35049,35332
1418392381,1190,34424,34455
1418392386,732,35548,35406
1418392391,903,35006,35288
1418392396,772,33667,33846
1418392401,537,34772,34145
1418392406,585,34940,34978
1418392411,586,34005,34413
1418392416,1187,34339,34325
1418392422,372,29835,29779
1418392427,738,34049,33982
1418392432,1186,34982,34733
1418392437,597,34722,34886
1418392442,629,33508,33716
1418392447,1171,34680,34421
1418392452,621,34386,34757
1418392457,777,34234,34215
1418392462,819,35417,34693
1418392467,666,33650,33770
1418392472,662,28551,28644
1418392477,707,34777,34978
1418392482,882,34785,35023
1418392487,967,34484,34447
1418392492,454,35246,34756
1418392497,420,34272,34973
1418392502,1378,33955,33747
1418392507,966,36447,36236
1418392512,615,35069,34970
1418392517,616,33937,33912
1418392522,676,34580,34827
1418392527,1101,34862,34697
1418392532,666,33966,34359
1418392537,555,34708,34377
1418392542,1061,35124,35089
1418392547,623,34947,35105
1418392552,804,34496,34777
1418392557,562,35221,34699
1418392562,773,34185,34132
1418392567,834,34896,35339
1418392572,932,35844,35631
1418392577,859,35751,35595
1418392582,956,34318,34461
1418392587,583,34534,34893
1418392592,1150,35254,34711
1418392597,695,34723,34885
1418392602,416,35209,35138
1418392607,837,34600,34881
1418392612,1028,34313,34603
1418392617,499,35099,34568
1418392622,1063,34841,34671
1418392627,640,35033,35376
1418392632,857,29308,29474
1418392637,690,34857,34850
1418392642,725,35114,35003
1418392647,956,34824,34313
1418392652,1000,34585,34929
1418392657,779,34309,34420
1418392662,372,34465,34600
1418392667,1038,35307,34929
1418392672,862,34556,34601
1418392677,1141,33719,34136
1418392682,864,34761,34508
1418392687,661,34528,34390
1418392692,613,34166,34589
1418392697,418,35666,35203
1418392702,668,33987,33911
1418392707,1189,34546,34804
1418392712,839,35588,35340
1418392717,89,34690,34720
1418392722,766,35017,35348
1418392727,961,34513,34159
1418392732,729,35756,36104
1418392737,1235,33870,34002
1418392742,777,35356,34964
1418392747,532,35540,35500
1418392752,723,34821,34851
1418392757,830,34046,34264
1418392762,1213,35144,34994
1418392767,913,35515,35652
1418392772,741,35097,34919
1418392777,676,34265,34282
1418392782,775,27705,27843
1418392787,358,33992,33191
1418392792,1000,33407,33683
1418392797,1102,34378,34621
1418392802,450,34733,35191
1418392807,1035,34557,34642
1418392812,758,34261,33581
1418392817,517,32845,33016
1418392822,705,33561,33603
1418392827,905,33800,33846
1418392832,830,34225,34254
1418392837,681,34542,34677
1418392842,567,33940,34101
1418392847,1127,35596,35646
1418392852,833,35777,35703
1418392857,781,34869,34934
1418392862,751,34270,33867
1418392867,481,34938,34774
1418392872,670,33835,34001
1418392877,739,34333,34868
1418392882,941,35466,35066
1418392887,809,33802,33654
1418392892,624,34262,34499
1418392897,752,36219,36206
1418392902,875,34646,34746
1418392907,920,34726,34757
1418392912,552,35635,35537
1418392917,804,33949,33720
1418392922,791,33944,34398
1418392927,688,33933,33899
1418392932,971,34953,34942
1418392937,748,34734,34479
1418392942,832,34775,34676
1418392947,1009,35209,35593
1418392952,708,34257,33987
1418392957,1111,33263,33331
1418392962,411,28477,28585
1418392967,1116,35191,34944
1418392972,868,35034,34865
1418392977,562,33998,34564
1418392982,963,34204,34168
1418392987,725,35146,34838
1418392992,660,36338,36338
1418392997,970,35184,35043
1418393002,735,34231,34780
1418393007,912,33998,33620
1418393012,737,34322,34303
1418393017,1159,33500,33248
1418393022,654,34209,34550
1418393027,866,34850,34967
1418393032,1094,35804,35466
1418393037,540,35033,35059
1418393042,1010,34753,34962
1418393047,703,34189,34255
1418393052,411,35416,35220
1418393058,1151,28447,28425
1418393063,556,34844,34611
1418393068,632,35107,34952
1418393073,781,35511,35849
1418393078,457,34456,34374
1418393083,1101,33811,34011
1418393088,871,33946,33801
1418393093,729,35059,35041
1418393098,1055,34524,34985
1418393103,757,34991,34694
1418393108,687,35489,35498
1418393113,912,34104,34404
1418393118,681,34828,34498
1418393123,915,34932,34838
1418393128,835,35105,35580
1418393133,740,35416,34884
1418393138,694,27136,27122
1418393143,844,34711,34832
1418393148,752,34948,34562
1418393153,958,35267,35829
1418393158,987,35400,35232
1418393163,730,34431,34612
1418393168,930,35226,35073
1418393173,928,34875,34905
1418393178,715,34419,34627
1418393183,1093,34026,33948
1418393188,674,35225,34953
1418393193,755,35348,35377
1418393198,883,33525,33966
1418393203,806,35731,35726
1418393208,933,34671,34863
1418393213,965,35413,34731
1418393218,933,34598,34763
1418393223,504,35355,35429
1418393228,869,34935,34619
1418393233,936,34211,34654
1418393238,909,34645,34674
1418393243,718,35534,34680
1418393248,994,34312,34851
1418393253,716,34609,34214
1418393258,864,33648,34321
1418393263,1873,34148,34162
1418393268,861,35194,34873
1418393273,1062,34829,34901
1418393278,1076,68956,34242
1418393283,929,34620,34310
1418393288,1004,34492,35032
1418393293,813,34916,69608
1418393298,896,33932,33802
1418393303,721,34493,34633
1418393308,773,28458,28127
1418393313,956,33904,34083
1418393318,1166,36026,35894
1418393323,787,34656,34767
1418393328,872,34773,34629
1418393333,906,34287,34157
1418393338,975,35655,35978
1418393343,1258,34899,34934
1418393348,698,34941,34962
1418393353,663,35012,35009
1418393358,863,35049,34772
1418393363,463,34447,34871
1418393368,1015,34480,34381
1418393373,1222,35593,35298
1418393378,514,34812,35090
1418393383,667,35624,35217
1418393388,951,33656,33915
1418393393,1363,34580,34633
1418393398,553,34517,34318
1418393403,479,35183,35560
1418393408,1101,35206,35382
1418393413,708,35000,34518
1418393418,1101,34355,34508
1418393423,787,35268,34956
1418393428,535,34777,35077
1418393433,1088,32789,32481
1418393438,747,35523,35383
1418393443,982,34483,34888
1418393448,847,34567,34399
1418393453,858,33108,33447
1418393458,556,35055,34786
1418393463,900,34553,34871
1418393468,922,34846,34824
1418393473,1153,34329,34345
1418393478,1076,35214,34832
1418393483,720,29050,28999
1418393488,716,35272,35297
1418393493,895,33819,34147
1418393498,840,35373,35353
1418393503,914,35025,35144
1418393508,534,35801,35575
1418393513,737,35124,34935
1418393518,678,34409,34854
1418393523,654,27229,27404
1418393528,792,26386,25843
1418393533,779,29330,30058
1418393538,1008,35317,34726
1418393543,894,34958,35015
1418393548,783,33902,33961
1418393553,951,34430,34041
1418393558,848,35122,35626
1418393563,952,35026,34692
1418393568,1012,36106,36172
1418393573,886,34844,35228
1418393578,699,34249,34322
1418393583,794,36459,35665
1418393588,964,34513,34829
1418393593,1079,34889,34683
1418393598,939,35069,35450
1418393603,832,34746,34765
1418393608,871,34473,34720
1418393613,947,33812,33491
1418393618,752,34587,34795
1418393623,785,35052,34851
1418393628,945,34956,35121
1418393633,1073,35637,35218
1418393638,933,34850,35033
1418393643,409,34005,34588
1418393648,874,34554,33919
1418393653,1077,34742,34876
1418393658,1057,34238,34347
1418393663,576,34650,34652
1418393668,749,34622,34616
1418393673,854,33093,33115
1418393678,815,34472,34136
1418393683,1055,34973,34897
1418393688,599,31743,31582
1418393693,755,29700,30168
1418393698,1078,35170,35156
1418393703,450,35083,35099
1418393708,1305,35659,35202
1418393713,630,34776,35262
1418393718,984,34797,34724
1418393723,1179,35323,35110
1418393729,439,28479,28429
1418393734,867,33728,34071
1418393739,812,34937,34920
1418393744,1056,34395,34162
1418393749,651,34563,34712
1418393754,959,34900,34543
1418393759,1020,34097,34501
1418393764,1063,35443,35587
1418393769,1188,34925,34724
1418393774,342,35898,35414
1418393779,809,34982,35736
1418393784,712,34517,34017
1418393789,1004,35540,35526
1418393794,923,34976,35169
1418393799,892,35146,35303
1418393804,1243,34247,33936
1418393809,474,35195,35526
1418393814,907,34763,34757
1418393819,521,34124,34154
1418393824,707,35249,34870
1418393829,709,35159,35440
1418393834,957,34855,34960
1418393839,1039,34832,34801
1418393844,931,36314,35960
1418393849,773,34609,35020
1418393854,761,34680,34220
1418393859,885,35220,35326
1418393864,801,33487,33776
1418393869,677,34906,34536
1418393874,731,34666,35214
1418393879,981,34134,34322
1418393884,703,35662,35398
1418393889,764,30695,30564
1418393894,887,34244,34061
1418393899,1167,34861,35174
1418393904,955,35077,34972
1418393909,692,28030,27532
1418393914,810,33991,33914
1418393919,924,33789,34325
1418393924,1048,34928,34564
1418393929,758,34893,35154
1418393934,1169,34256,34308
1418393939,549,34893,34680
1418393944,1027,35183,34968
1418393949,394,35545,36236
1418393954,961,35269,35175
1418393959,719,35685,35395
1418393964,1035,34879,34975
1418393969,669,35088,34614
1418393974,1104,33481,34179
1418393979,1029,34980,34828
1418393984,550,33891,33486
1418393989,972,34599,34683
1418393994,737,34439,34774
1418393999,1002,34685,34935
1418394004,1032,34222,33711
1418394009,821,35804,35624
1418394014,869,33808,34371
1418394019,1047,34662,34381
1418394024,782,34127,33891
1418394029,878,34671,34693
1418394034,908,34095,34267
1418394039,490,34200,34383
1418394044,1062,34405,34176
1418394049,629,33085,33590
1418394054,1281,34350,34235
1418394059,289,34587,34252
1418394064,966,35065,35211
1418394069,828,34916,34852
1418394074,668,34453,33981
1418394079,929,34976,35603
1418394084,781,36313,35556
1418394089,856,34038,34762
1418394094,835,34893,34430
1418394099,616,26286,26919
1418394104,753,34685,34404
1418394109,946,34880,34839
1418394114,1017,35737,35637
1418394119,693,34495,34783
1418394124,1030,35267,35111
1418394129,555,35518,35371
1418394134,752,34277,34579
1418394139,966,34987,34874
1418394144,834,35399,35625
1418394149,814,35465,35224
1418394154,753,34823,34599
1418394159,899,35518,35732
1418394164,672,33983,34190
1418394169,614,36240,36011
1418394174,619,33990,33987
1418394179,842,33843,34119
1418394184,789,34581,34599
1418394189,851,35575,34871
1418394194,855,35505,35588
1418394199,735,30016,30999
1418394204,831,28446,28020
1418394209,988,35162,34706
1418394214,934,34182,34693
1418394219,851,35403,35057
1418394224,734,34241,34315
1418394229,1130,34806,34752
1418394234,831,35323,35625
1418394239,897,34812,34509
1418394244,1090,35079,35194
1418394249,770,36386,36024
1418394254,990,35442,35220
1418394259,665,35637,35849
1418394264,985,34983,35552
1418394269,965,33912,33686
1418394274,466,34898,35001
1418394279,1070,35302,35069
1418394284,972,32910,33047
1418394289,687,35543,35261
1418394294,678,34801,35108
1418394299,1180,34030,33866
1418394304,611,35910,35635
1418394309,975,34831,35020
1418394314,1027,34428,34689
1418394319,879,34865,34693
1418394324,1325,34879,34583
1418394329,687,35283,35500
1418394334,486,33933,34268
1418394339,805,34880,34649
1418394344,933,26377,26076
1418394349,776,35859,36055
1418394354,800,34168,34279
1418394359,1144,34779,34840
1418394364,594,36153,36281
1418394369,1141,35715,35230
1418394374,355,34914,35232
1418394379,683,35520,35326
1418394384,1417,34795,35203
1418394389,697,35941,35416
1418394394,943,34178,34815
1418394399,474,34904,34231
1418394404,1077,34170,34715
1418394409,914,35383,35136
1418394415,562,30076,29797
1418394420,956,34463,34708
1418394425,1304,35801,35729
1418394430,775,35674,35643
1418394435,994,34298,34293
1418394440,789,33481,34212
1418394445,824,34919,34695
1418394450,792,35578,34950
1418394455,774,34275,34682
1418394460,769,33796,33989
1418394465,718,34884,34771
1418394470,931,35450,35071
1418394475,779,34549,34547
1418394480,643,35383,36005
1418394485,786,35023,34628
1418394490,562,31750,32466
1418394495,913,33800,32897
1418394500,874,34887,34660
1418394505,681,27835,28999
1418394510,848,30897,30862
1418394515,949,33921,33561
1418394520,853,35748,35190
1418394525,743,30501,31343
1418394530,979,33729,33254
1418394535,803,30999,31506
1418394540,1240,34924,34189
1418394545,1050,34703,34573
1418394550,481,35562,35445
1418394555,909,33854,34199
1418394560,813,36020,36164
1418394565,934,35863,35655
1418394570,1105,35593,35377
1418394575,899,34113,34413
1418394580,885,25413,25475
1418394585,805,34367,34068
1418394590,994,32914,33205
1418394595,501,33958,33645
1418394600,819,33417,33502
1418394605,899,34101,34210
1418394610,933,34410,34440
1418394615,877,34764,34462
1418394620,590,35042,35242
1418394625,831,33507,33297
1418394630,875,34041,34373
1418394635,1112,34817,34800
1418394640,850,35991,35763
1418394645,1111,33906,34368
1418394650,615,36213,35942
1418394655,851,35727,35900
1418394660,1001,35119,35087
1418394665,1030,34073,34276
1418394670,1032,34968,34810
1418394675,660,34762,34376
1418394680,1188,34046,34541
1418394685,657,35587,35403
1418394690,813,35448,35552
1418394695,620,33903,33856
1418394700,814,35119,34897
1418394705,902,34421,34342
1418394710,596,34643,35037
1418394715,894,35427,34774
1418394720,1211,33783,34413
1418394725,735,35163,34881
1418394730,834,34277,34431
1418394735,1018,34025,33700
1418394740,821,34630,35029
1418394745,579,34996,34626
1418394750,1335,34268,34510
1418394755,812,33599,33680
1418394760,791,35515,35155
1418394765,805,34330,34717
1418394770,933,34861,34597
1418394775,1003,35061,35167
1418394780,823,34940,35490
1418394785,692,35170,34953
1418394790,816,35361,35299
1418394795,636,35479,35284
1418394800,422,26011,25787
1418394805,820,32215,33096
1418394810,611,22094,22131
1418394815,732,26269,25980
1418394820,845,31986,31759
1418394825,880,34991,34613
1418394830,680,32241,32774
1418394835,857,29447,28776
1418394840,771,31577,32546
1418394845,930,33013,31692
1418394850,737,33557,34508
1418394855,902,33101,33288
1418394860,778,31421,31313
1418394865,817,31381,31646
1418394870,985,34978,34621
1418394875,1256,35071,34647
1418394880,892,35241,35268
1418394885,875,34425,34335
1418394890,1044,34900,35509
1418394895,989,35210,34842
1418394900,1062,35269,34792
1418394905,940,34091,34785
1418394910,620,35140,35010
1418394915,826,35249,35238
1418394920,794,35242,35468
1418394925,1068,35804,35148
1418394930,1397,33942,34284
1418394935,318,33270,33529
1418394940,832,36746,36377
1418394945,1146,34911,35201
1418394950,972,34872,34814
1418394955,917,35157,34992
1418394960,1313,34961,35109
1418394965,569,34556,34446
1418394970,728,34960,35417
1418394975,935,34551,34219
1418394980,823,34818,34944
1418394985,802,34559,34281
1418394990,1357,34433,34592
1418394995,541,33938,33934
1418395000,726,35878,35660
1418395005,638,34015,34202
1418395010,980,35926,35620
1418395015,798,34996,35341
1418395020,737,34808,34408
1418395025,822,35071,35153
1418395030,966,35874,35890
1418395035,853,34644,35190
1418395040,875,34868,34128
1418395045,504,34121,34536
1418395050,995,34768,34372
1418395055,1255,33800,33856
1418395060,455,35242,35498
1418395066,837,27898,27796
1418395071,680,25148,25352
1418395076,833,35459,35551
1418395081,945,35582,35515
1418395086,1225,34159,34308
1418395091,1063,35249,34875
1418395096,564,34705,34606
1418395101,1064,35354,35650
1418395106,908,35893,35326
1418395111,654,33711,34499
1418395116,668,34667,34341
1418395121,1084,35487,35585
1418395126,920,35090,35195
1418395131,1038,35254,35756
1418395136,679,36107,35539
1418395141,1155,35105,35016
1418395146,525,36472,35961
1418395151,863,35008,35208
1418395156,719,33723,33873
1418395161,760,35066,35255
1418395166,842,35137,34834
1418395171,895,35080,35271
1418395176,966,34731,34862
1418395181,904,35345,35126
1418395186,986,34453,34341
1418395191,842,34201,34555
1418395196,1662,34728,34736
1418395201,1043,34932,35143
1418395206,806,34171,33804
1418395211,1207,35505,35449
1418395216,1116,34304,34455
1418395221,932,35590,35698
1418395226,1067,34725,34449
1418395231,1141,34888,35040
1418395236,979,34181,34283
1418395241,846,35530,35405
1418395246,1046,34527,34459
1418395251,760,34630,35136
1418395256,1241,36177,35630
1418395261,1161,35146,35393
1418395266,693,34584,34552
1418395271,1017,36215,36252
1418395276,993,35056,35087
1418395281,923,34827,34473
1418395286,1144,34875,35153
1418395291,755,34249,33868
1418395296,718,33379,34075
1418395301,963,34888,34514
1418395306,974,34874,34826
1418395311,894,34840,35009
1418395316,1006,34711,34469
1418395321,1049,34472,34702
1418395326,686,25403,24828
1418395331,778,34015,34714
1418395336,846,34398,33995
1418395341,738,34265,34471
1418395346,1089,34571,34105
1418395351,1141,33393,33756
1418395356,1009,34178,34124
1418395361,553,34702,35030
1418395366,423,35035,34972
1418395371,1054,34679,34650
1418395376,717,34784,34353
1418395381,1159,35331,35445
1418395386,530,33325,34044
1418395391,1220,34700,34085
1418395396,831,34708,34612
1418395401,1141,34935,35355
1418395406,769,35891,35735
1418395411,968,34897,34987
1418395416,653,34513,34235
1418395421,957,34868,35012
1418395426,746,34697,34779
1418395431,698,35210,34753
1418395436,668,29490,30057
1418395441,762,29824,30315
1418395446,778,28290,28222
1418395451,824,29009,28653
1418395456,907,33514,33308
1418395461,823,34262,34844
1418395466,843,32865,32044
1418395471,816,32234,32163
1418395476,767,30084,30959
1418395481,862,30672,30047
1418395486,827,33254,33246
1418395491,952,34147,34120
1418395496,1088,33309,33359
1418395501,1021,33891,33759
1418395506,955,34588,34505
1418395511,806,35009,35181
1418395516,1049,33050,32944
1418395521,859,34751,35220
1418395526,956,36015,35736
1418395531,971,33095,32937
1418395536,747,33104,33188
1418395541,1124,34676,34762
1418395546,934,33407,33524
1418395551,834,34445,34308
1418395556,835,35459,35578
1418395561,1028,34213,34220
1418395566,1144,33508,33538
1418395571,582,35261,35141
1418395576,754,34126,34125
1418395581,1031,34334,34131
1418395586,976,34014,34358
1418395591,864,34665,34502
1418395596,1086,33681,33682
1418395601,823,34161,34386
1418395606,1123,34791,34400
1418395611,801,34860,35202
1418395616,750,34737,34226
1418395621,690,24886,25169
1418395626,1022,34001,33908
1418395631,1172,34827,35045
1418395636,1058,34244,33958
1418395641,925,34736,34831
1418395646,845,34400,34472
1418395651,953,33791,33642
1418395656,835,32675,33011
1418395661,742,34756,34391
1418395666,1035,34227,33938
1418395671,871,33748,33915
1418395676,885,33676,33844
1418395681,970,33477,33735
1418395686,1101,34897,34851
1418395691,735,35000,34853
1418395697,873,28437,28316
1418395702,835,34724,34793
1418395707,1457,34622,35002
1418395712,549,34484,34359
1418395717,1212,34023,34257
1418395722,635,35158,34674
1418395727,866,34314,34109
1418395732,736,34704,34777
1418395737,1008,34667,34568
1418395742,774,34268,34842
1418395747,730,35190,35217
1418395752,843,33980,34054
1418395757,779,27992,28267
1418395762,750,26415,26490
1418395767,845,30399,29965
1418395772,554,25477,25853
1418395777,784,26006,26040
1418395782,903,34215,34183
1418395787,521,16932,16999
1418395792,719,26422,26392
1418395797,1196,31428,30627
1418395802,1083,34857,34359
1418395807,1051,35277,36275
1418395812,798,35763,35049
1418395817,779,33695,34247
1418395822,1105,34402,34144
1418395827,628,36033,36100
1418395832,1420,34226,34166
1418395837,460,33778,33974
1418395842,1129,35148,34736
1418395847,1089,33728,33971
1418395852,563,35445,35427
1418395857,1135,33741,33982
1418395862,805,33300,33244
1418395867,991,34845,34225
1418395872,1030,35492,35649
1418395877,1042,33183,33188
1418395882,809,34204,34559
1418395887,827,34620,34849
1418395892,890,34074,34231
1418395897,1074,34268,33871
1418395902,661,34633,34802
1418395907,690,23869,23984
1418395912,1023,34222,34211
1418395917,678,35383,35074
