timestamp,mean,p99_min,p99_max
1418678674,25123.4037453,9408,34155
1418678679,24632.2423105,9418,34122
1418678684,24156.8634218,9425,34122
1418678689,24264.8800948,9437,33506
1418678694,24755.931003,9448,33314
1418678699,25333.8602824,9455,34261
1418678704,25235.4925215,9470,34224
1418678709,25013.0108393,9477,34155
1418678714,24812.9479167,9491,34132
1418678719,24618.9971281,9502,34040
1418678724,24833.9832449,9506,33695
1418678729,25491.3077133,9503,33695
1418678734,26288.4605538,9512,34920
1418678739,26785.0935163,9519,38654
1418678744,26567.0223341,9529,38730
1418678749,26036.4699959,9546,38730
1418678754,25408.1872801,9552,38654
1418678759,24866.5820729,9560,38508
1418678764,24832.1064726,9565,38279
1418678769,25160.0332581,9570,37316
1418678774,25499.9565129,9571,36446
1418678779,25379.0999268,9546,36265
1418678784,25486.0871024,9562,36245
1418678789,25208.0606738,9562,36245
1418678794,24621.0261368,9567,36195
1418678799,24421.0182897,9573,36151
1418678804,24639.4905357,9578,36121
1418678809,25281.4711785,9586,36121
1418678814,25980.4223095,9594,36091
1418678819,26396.9415769,9600,37913
1418678824,26271.3674919,9613,37864
1418678829,25722.3076466,9620,37699
1418678834,24606.0532873,9626,36586
1418678839,24295.5528708,9634,36464
1418678844,24559.0801268,9642,36398
1418678849,25063.4844481,9647,36366
1418678854,25473.9580195,9651,36187
1418678859,25971.9616908,9658,36051
1418678864,26104.4095201,9664,35363
1418678869,25741.3289034,9670,36770
1418678874,25270.417377,9674,36766
1418678879,25276.9632497,9680,36766
1418678884,25762.5271287,9686,36504
1418678889,26398.9824002,9691,36504
1418678894,26854.0093101,9684,37759
1418678899,27220.4570943,9691,37672
1418678904,27032.4633236,9695,37672
1418678909,26232.5786837,9695,37669
1418678914,25502.1221091,9697,37669
1418678919,25206.6402079,9701,37658
1418678924,25278.2501389,9706,37658
1418678929,25818.7305102,9711,35696
1418678934,26215.7057997,9713,36969
1418678939,26074.1719979,9717,36905
1418678944,25634.1194598,9723,36905
1418678949,24757.1265657,9728,36805
1418678954,24385.152444,9735,36630
1418678959,24261.5601383,9741,36409
1418678964,24433.5124083,9739,36027
1418678969,24549.0007606,9732,35952
1418678974,24467.3475027,9736,35875
1418678979,24006.95379,9736,35867
1418678984,23649.5015833,9736,35743
1418678989,23237.5345867,9739,35696
1418678994,23085.0027109,9739,35452
1418678999,22839.897082,9740,35113
1418679004,22431.9198046,9743,35063
1418679009,22453.4014283,9744,35047
1418679014,22174.3923286,9747,34552
1418679019,22227.9622358,9747,34026
1418679024,22559.4226652,9749,33926
1418679029,23181.2225283,9749,33662
1418679034,23017.8832113,9754,35195
1418679039,22893.8969539,9757,34854
1418679044,22728.4927314,9760,34775
1418679049,22854.4955549,9764,34558
1418679054,22860.0039859,9765,34285
1418679059,23586.9631447,9768,33706
1418679064,24034.9608579,9772,34267
1418679069,24527.8581009,9762,38653
1418679074,24625.8319556,9765,40673
1418679079,24061.0291866,9769,40673
1418679084,23849.0235496,9770,40271
1418679089,23559.0770178,9770,40008
1418679094,23427.6343948,9773,39647
1418679099,23501.5456419,9774,39647
1418679104,23728.0603929,9774,38746
1418679109,23161.5218404,9778,38701
1418679114,22915.731654,9779,38256
1418679119,22372.7270793,9780,36541
1418679124,22043.2648173,9784,36478
1418679129,21961.8481537,9786,36434
1418679134,22243.2999771,9788,36017
1418679139,22340.299863,9789,35911
1418679144,22114.3087365,9791,35754
1418679149,21985.7866696,9792,35240
1418679154,21482.309186,9794,35146
1418679159,21388.8192064,9797,34589
1418679165,21477.3327298,9798,34106
1418679170,21690.4007844,9789,33941
1418679175,21933.8598599,9791,33738
1418679180,21699.4419307,9795,33402
1418679185,21744.9537086,9797,32840
1418679190,21675.4257258,9798,32828
1418679195,21811.4667386,9800,32698
1418679200,22111.9270551,9803,32641
1418679205,22349.920891,9802,33844
1418679210,22172.3756232,9802,33861
1418679215,21967.8007621,9805,33844
1418679220,21561.3254566,9805,33844
1418679225,21386.2936786,9807,33824
1418679230,21413.3055853,9811,33666
1418679235,21707.312292,9810,33420
1418679240,21877.7927281,9809,33402
1418679245,21534.819526,9811,32675
1418679250,21475.8198134,9811,32660
1418679255,20976.8974685,9814,32538
1418679260,21120.4364851,9815,32538
1418679265,21318.484085,9819,32503
1418679270,21847.4176784,9819,32745
1418679275,22105.7851056,9813,34069
1418679280,21988.2723223,9815,34049
1418679285,21956.8295045,9817,34049
1418679290,21350.4344903,9818,33964
1418679295,21345.4581233,9819,33890
1418679300,21351.4842695,9822,33838
1418679305,21593.1365455,9822,33222
1418679310,21863.1152955,9823,33222
1418679315,21690.0527234,9827,33138
1418679320,21926.9918175,9828,33120
1418679325,21636.5643903,9829,33120
1418679330,21532.1162587,9830,33064
1418679335,21408.6163691,9832,32894
1418679340,21661.6641391,9831,32846
1418679345,21291.1908382,9832,32846
1418679350,20846.7164676,9834,32842
1418679355,20466.7402266,9835,32842
1418679360,20329.6824381,9836,32741
1418679365,20305.6347588,9837,32553
1418679370,20463.1620631,9831,32506
1418679375,20712.6480322,9831,32415
1418679380,20669.6444504,9832,32208
1418679385,20966.7710768,9834,32142
1418679390,21042.2004955,9834,31730
1418679395,21458.6699874,9835,31523
1418679400,22086.624765,9837,31460
1418679405,22655.6621225,9838,31640
1418679410,23332.2654434,9837,35998
1418679415,23892.2372834,9836,37500
1418679420,23657.6825885,9837,37498
1418679425,23608.0636674,9838,37212
1418679430,22976.0919755,9839,37178
1418679435,23156.0780766,9839,36971
1418679440,23209.5969706,9841,36971
1418679445,23397.477555,9842,36643
1418679450,23559.5454615,9842,36538
1418679455,23855.9730551,9843,36527
1418679460,23572.5322579,9844,36450
1418679465,23054.5336172,9845,36441
1418679470,22567.0391056,9845,36429
1418679475,21973.0679606,9844,35954
1418679480,21551.1243172,9845,35252
1418679485,21142.6837076,9845,35160
1418679490,20592.672247,9846,34930
1418679495,20299.0932664,9847,34745
1418679500,20057.078291,9842,34662
1418679505,19751.5797505,9842,34598
1418679510,19898.5626665,9842,34500
1418679515,19945.9925434,9842,34393
1418679520,19795.5367624,9842,33994
1418679525,19750.5653158,9844,33446
1418679530,19814.0747493,9845,33380
1418679535,20157.0387174,9844,33148
1418679540,20539.0150944,9845,33066
1418679545,20958.4917217,9845,32884
1418679550,21428.4653368,9845,33583
1418679555,21459.5111616,9844,35574
1418679560,21276.0087461,9846,35045
1418679565,21262.5281659,9847,34662
1418679570,21512.971174,9845,34076
1418679575,21609.4252117,9845,34076
1418679580,21779.9196369,9845,33999
1418679585,22007.912038,9843,33659
1418679590,22024.4739471,9843,34944
1418679595,21905.5549411,9844,34662
1418679600,21975.5238689,9845,34604
1418679605,21949.5970843,9844,34539
1418679610,21701.637475,9844,33659
1418679615,21656.1800327,9845,33605
1418679620,21806.1270747,9840,33402
1418679625,21654.5758372,9840,33373
1418679630,21542.0428116,9840,33280
1418679635,21548.042152,9840,32922
1418679640,22126.5329822,9840,32775
1418679645,22626.0339957,9839,33897
1418679650,23179.0476253,9839,33659
1418679655,23592.544628,9839,34839
1418679660,23743.5791146,9840,37568
1418679665,23602.5852632,9840,39056
1418679670,23050.0841567,9841,39056
1418679675,22941.5753049,9842,37664
1418679680,23055.0299803,9844,37592
1418679685,23194.0317765,9844,37568
1418679690,23357.0599925,9845,37283
1418679695,23604.1006986,9845,37161
1418679700,23430.1206129,9845,37537
1418679705,23227.1007786,9845,37537
1418679710,23043.6251969,9847,37166
1418679715,23042.5585395,9847,37166
1418679721,23011.0551385,9847,37149
1418679726,22941.0090172,9847,36907
1418679731,22897.0102378,9847,36010
1418679736,22983.9471202,9842,35970
1418679741,22599.4806827,9842,36010
1418679746,22270.3969383,9843,35941
1418679751,22249.9362903,9843,35901
1418679756,22352.4679075,9845,35901
1418679761,22171.4813594,9845,35751
1418679766,22431.5410972,9846,35751
1418679771,22660.0098804,9845,36795
1418679776,22476.9526061,9846,37393
1418679781,21813.5256012,9847,37242
1418679786,21914.9322959,9847,37242
1418679791,21980.4704244,9847,36922
1418679796,21628.4940844,9847,35986
1418679801,21655.4771017,9848,35986
1418679806,21911.5299493,9849,35823
1418679811,21652.9407366,9849,35742
1418679816,21286.9558812,9850,35624
1418679821,21219.9974867,9848,35545
1418679826,21278.9127824,9849,35115
1418679831,20987.5090441,9850,35004
1418679836,21224.5149079,9849,34920
1418679841,21272.4685732,9850,34564
1418679846,20981.0559921,9851,34539
1418679851,20785.0072916,9852,34508
1418679856,20502.0221975,9853,33961
1418679861,20394.5340843,9853,33735
1418679866,20194.0908775,9853,33449
1418679871,20265.5031902,9852,33156
1418679876,20112.973369,9847,32927
1418679881,20108.0001465,9848,32922
1418679886,20325.9965061,9848,32532
1418679891,20730.5082654,9848,32251
1418679896,20918.9322216,9847,32251
1418679901,21475.9391205,9848,32836
1418679906,21977.8225198,9848,35753
1418679911,22220.3126924,9847,36354
1418679916,22230.3704204,9847,36275
1418679921,22307.8658801,9848,36167
1418679926,22344.8934342,9849,36163
1418679931,22598.4023511,9848,36163
1418679936,22915.4601848,9849,36119
1418679941,23101.9140797,9847,35607
1418679946,23152.0030496,9847,36236
1418679951,23277.8941533,9847,36853
1418679956,22260.0261746,9847,36853
1418679961,21829.0261075,9847,36601
1418679966,21911.5620167,9847,36601
1418679971,21894.5873594,9848,36370
1418679976,22025.0394493,9848,36370
1418679981,22259.5527437,9848,36163
1418679986,22806.4652219,9848,36107
1418679991,22603.9863372,9847,37379
1418679996,22605.002084,9848,37304
1418680001,22585.4447005,9848,37092
1418680006,22345.9578855,9848,37092
1418680011,22013.9059663,9848,36542
1418680016,21800.9386021,9848,36471
1418680021,21687.4335439,9845,36471
1418680026,21359.9028887,9845,36225
1418680031,21199.4274801,9846,35820
1418680036,21358.3675945,9846,35796
1418680041,21211.8990757,9846,35626
1418680046,20994.4893158,9846,35553
1418680051,21077.9648767,9846,35148
1418680056,20859.4791289,9846,34470
1418680061,20525.0385829,9847,34221
1418680066,20666.0773224,9847,33461
1418680071,21158.5338632,9848,32915
1418680076,21315.0515816,9848,32464
1418680081,21840.0655395,9848,32460
1418680086,22139.5313745,9847,34254
1418680091,22443.017105,9847,35233
1418680096,22468.0124967,9847,35233
1418680101,22078.0273128,9848,34859
1418680106,22130.5500209,9849,34859
1418680111,22166.5563988,9849,34576
1418680116,21972.1247587,9850,34576
1418680121,21971.6107767,9850,34435
1418680126,22118.6580435,9851,34388
1418680131,21700.5635111,9852,34115
1418680136,21192.5447837,9852,34073
1418680141,21094.0625297,9852,34001
1418680146,20957.0578459,9848,33817
1418680151,20911.0760332,9849,33695
1418680156,21077.5771457,9849,33662
1418680161,20918.5924283,9850,33548
1418680166,20883.5142873,9851,33437
1418680171,20860.4823595,9852,33077
1418680176,20982.5375021,9853,32686
1418680181,21329.0929061,9853,32709
1418680186,21414.535807,9852,32686
1418680191,21696.1269057,9853,33482
1418680196,22197.6062312,9852,34757
1418680201,22167.087014,9852,35538
1418680206,22210.5855291,9854,35536
1418680211,22296.0988866,9854,35536
1418680216,22677.0758893,9856,35439
1418680221,23096.0247982,9857,35426
1418680226,23035.5260479,9856,35324
1418680231,23272.0338173,9856,35419
1418680236,23665.5137845,9856,37860
1418680241,23680.9939252,9855,39214
1418680246,23622.9439135,9856,39214
1418680252,23403.9703909,9857,39214
1418680257,23542.9760087,9858,39204
1418680262,23279.9682787,9858,38981
1418680267,23237.3603508,9858,38340
1418680272,23154.7838362,9858,37671
1418680277,22227.3576602,9858,37671
1418680282,21149.4127099,9859,37657
1418680287,20310.886329,9858,37620
1418680292,19283.4099455,9858,36927
1418680297,18601.0827758,9851,36386
1418680302,17985.4108031,9856,35606
1418680307,17474.4627855,9856,35406
1418680312,17277.9757805,9856,35138
1418680317,16940.023012,9856,34412
1418680322,17022.5447219,9856,34172
1418680327,16798.0566682,9856,33812
1418680332,16754.0652586,9858,32889
1418680337,17016.5980234,9858,32814
1418680342,17257.0791038,9859,32776
1418680347,17644.5723956,9859,32258
1418680352,18034.0414265,9859,32075
1418680357,17907.0138219,9860,31954
1418680362,17841.5243068,9861,31847
1418680367,17987.51678,9861,31555
1418680372,18050.4900359,9862,31057
1418680377,18559.4998471,9863,30764
1418680382,18804.0093767,9863,30763
1418680387,18985.9742176,9863,30672
1418680392,18939.9902178,9863,30403
1418680397,19221.4977825,9864,30370
1418680402,19425.4887418,9865,30280
1418680407,19662.0076244,9866,30188
1418680412,20266.9943309,9866,31212
1418680417,20299.4764544,9866,32362
1418680422,20279.5128976,9866,31958
1418680427,20191.0106765,9868,31956
1418680432,20364.3267473,9864,31755
1418680437,20511.5131733,9865,31689
1418680442,20670.4921049,9866,31609
1418680447,20854.958953,9866,31982
1418680452,20755.4888673,9866,32630
1418680457,20319.4808574,9867,32629
1418680462,20045.4842346,9867,32620
1418680467,19988.9943249,9867,32620
1418680472,19639.0595927,9867,32610
1418680477,19682.5791333,9868,32610
1418680482,19672.1113719,9868,32585
1418680487,19483.0620772,9868,32482
1418680492,19321.0601096,9869,32400
1418680497,19408.033369,9869,32395
1418680502,19272.037728,9870,31831
1418680507,19398.0630279,9870,31738
1418680512,19763.0593073,9870,31610
1418680517,19683.5898707,9870,31602
1418680522,19443.1072543,9871,31599
1418680527,19295.0880243,9871,31536
1418680532,19444.041768,9871,31518
1418680537,19143.5733881,9871,31450
1418680542,19193.0728455,9871,31264
1418680547,18942.0543829,9872,31254
1418680552,18477.5404444,9872,31254
1418680557,18260.5037974,9871,31200
1418680562,17778.0303582,9871,30738
1418680567,17710.5389061,9872,30684
1418680572,17782.0414585,9868,30312
1418680577,17780.5619046,9867,30312
1418680582,18043.5484968,9869,29836
1418680587,18527.5588365,9869,29510
1418680592,19235.0509331,9869,30719
1418680597,19737.0231418,9869,30851
1418680602,20247.0090806,9869,31361
1418680607,20479.509216,9869,32225
1418680612,20344.5035749,9869,34118
1418680617,20262.0157789,9869,34118
1418680622,20319.4925142,9870,34118
1418680627,20410.7486242,9868,32582
1418680632,20324.5903086,9868,32412
1418680637,20571.2726644,9869,32370
1418680642,20652.4320474,9869,32403
1418680647,20803.2204648,9870,32345
1418680652,20763.6461212,9871,32301
1418680657,21284.4249184,9871,32104
1418680662,21675.0804913,9870,33172
1418680667,21983.3054635,9869,32958
1418680672,22140.3002273,9870,33261
1418680677,22631.8212705,9869,34444
1418680682,22786.8230535,9870,36694
1418680687,22731.720328,9870,36694
1418680692,22470.3687187,9870,36691
1418680697,22556.0125157,9871,36691
1418680702,22383.0014108,9870,36299
1418680707,22210.5522233,9870,36299
1418680712,22539.4969564,9870,35732
1418680717,22379.9023675,9870,35620
1418680722,22003.5423849,9871,35565
1418680727,21827.205444,9871,35565
1418680732,21659.4224405,9872,35108
1418680737,21673.6697479,9868,34992
1418680742,21637.461528,9868,34992
1418680747,21421.4055566,9868,34878
1418680752,21214.1056546,9869,34592
1418680757,20946.3329883,9869,34444
1418680762,20613.4433555,9868,34420
1418680767,20404.7311077,9867,33854
1418680772,20359.0743134,9868,33817
1418680778,20471.174636,9867,33079
1418680783,20509.152672,9867,32942
1418680788,20510.0048324,9866,33006
1418680793,20568.2344684,9867,32932
1418680798,20955.2440363,9867,32932
1418680803,21535.3057603,9866,32663
1418680808,21955.9245967,9866,33261
1418680813,22238.9688094,9866,33183
1418680818,22836.3249376,9865,34968
1418680823,22627.2052912,9865,37694
1418680828,22406.2256854,9865,37694
1418680833,22327.8901758,9865,37694
1418680838,22580.0376322,9864,36535
1418680843,21924.7790153,9864,35182
1418680848,21757.397457,9864,35106
1418680853,21858.0975994,9864,34994
1418680858,21570.1234367,9865,34994
1418680863,21535.871012,9866,34917
1418680868,21715.1242306,9865,34900
1418680873,21803.5198527,9866,34715
1418680878,21892.1876178,9867,34715
1418680883,22331.0839608,9867,34663
1418680888,22350.8969227,9866,35040
1418680893,22070.0331521,9866,35645
1418680898,22014.0283626,9865,35645
1418680903,22099.079108,9863,35265
1418680908,21974.350057,9864,35875
1418680913,21862.2543062,9864,35698
1418680918,22167.1730848,9864,35950
1418680923,22441.010129,9864,36021
1418680928,22631.365409,9865,36272
1418680933,22855.3761194,9865,36100
1418680938,22518.6378702,9866,36817
1418680943,21962.4924096,9866,36865
1418680948,21503.779053,9866,36719
1418680953,20740.6259632,9867,36719
1418680958,20192.182219,9866,36706
1418680963,19805.8651695,9867,36473
1418680968,19501.2484346,9868,36272
1418680973,19460.0029076,9867,36100
1418680978,19420.5734241,9868,36034
1418680983,19452.4722274,9868,35884
1418680988,19846.6734796,9867,35881
1418680993,20137.5040703,9868,35845
1418680998,19597.6173237,9869,35462
1418681003,19598.4796379,9871,33690
1418681008,19265.4773981,9870,33599
1418681013,19122.5050044,9870,33411
1418681018,19312.9858409,9870,33137
1418681023,19541.9717948,9869,32435
1418681028,19715.9759492,9869,32411
1418681033,19836.4778874,9869,31980
1418681038,20012.9784011,9871,31975
1418681043,20181.012274,9871,31693
1418681048,20453.4968934,9872,31625
1418681053,20565.5151965,9872,31867
1418681058,20702.5086007,9873,31867
1418681063,20697.0118766,9873,31767
1418681068,20880.5101325,9869,32046
1418681073,21218.0059039,9869,32046
1418681078,21452.4812814,9869,31996
1418681083,21681.468002,9869,32681
1418681088,21925.4810784,9869,34634
1418681093,21978.9506525,9869,34634
1418681098,21822.4544796,9870,34634
1418681103,21623.4745955,9869,34362
1418681108,21172.4545599,9870,33998
1418681113,20666.4911853,9869,33869
1418681118,20396.9986695,9869,33660
1418681123,19786.5089002,9869,33622
1418681128,19599.0178518,9869,33551
1418681133,19558.0249403,9869,32662
1418681138,18986.5640159,9869,32119
1418681143,18669.5461513,9869,31996
1418681148,18482.0538717,9869,31901
1418681153,18105.0802884,9870,31728
1418681158,18055.5745278,9869,31710
1418681163,17993.0733511,9870,31221
1418681168,18073.0708599,9870,30987
1418681173,18184.5545281,9870,30893
1418681178,18105.0562237,9870,30835
1418681183,18179.5695304,9870,30712
1418681188,18534.0408441,9870,30603
1418681193,18825.5385413,9870,30295
1418681198,19257.0284285,9870,30182
1418681203,19850.9957073,9870,32189
1418681208,20180.9858085,9870,32319
1418681213,20057.0021207,9871,32319
1418681218,20403.5071277,9872,32189
1418681223,20690.49803,9871,32965
1418681228,20653.489326,9871,32965
1418681233,20659.4893332,9872,32946
1418681238,20845.4923518,9872,32902
1418681243,20995.9995558,9868,32797
1418681248,20951.9905411,9868,32781
1418681253,20990.5122601,9868,32775
1418681258,21201.0028734,9868,33018
1418681263,21397.0056067,9869,32986
1418681268,21296.0340571,9869,32986
1418681273,21616.0252784,9869,33275
1418681278,21820.0231146,9869,33589
1418681283,21730.5096826,9869,33509
1418681289,21771.5118735,9870,33463
1418681294,22038.5040272,9869,33970
1418681299,22017.5092421,9870,33946
1418681304,21906.5094142,9870,33923
1418681309,21921.5419535,9870,33896
1418681314,21907.027674,9869,34028
1418681319,21689.0128837,9868,33923
1418681324,21512.5132038,9869,33896
1418681329,21601.5095406,9868,33894
1418681334,21496.4907359,9868,33883
1418681339,21240.9953999,9869,33463
1418681344,21141.0081126,9869,33032
1418681349,20957.5226496,9869,32864
1418681354,20846.485627,9869,32740
1418681359,20910.4755807,9870,32627
1418681364,21015.4648583,9869,32405
1418681369,20935.968877,9869,32376
1418681374,20972.4561774,9869,32345
1418681379,21171.4525554,9868,32100
1418681384,21072.9666143,9868,31944
1418681389,20951.9461602,9868,31796
1418681394,20773.4714382,9868,31651
1418681399,20452.9769124,9868,31460
1418681404,20007.4927551,9868,31365
1418681409,19939.9870384,9868,31291
1418681414,19685.9990587,9868,31170
1418681419,19545.993763,9868,31146
1418681424,19661.5025594,9869,31092
1418681429,19675.5129096,9869,31011
1418681434,19708.0254922,9863,30974
1418681439,20057.029248,9866,30970
1418681444,20535.5240591,9866,32733
1418681449,20551.0283464,9866,32677
1418681454,20665.0198493,9866,32607
1418681459,20786.0282583,9867,32490
1418681464,20597.9871862,9867,32490
1418681469,20146.997989,9867,32475
1418681474,20326.9875758,9867,32428
1418681479,20305.4661403,9867,32428
1418681484,20124.9572321,9868,31806
1418681489,20285.9873686,9868,31587
1418681494,20754.9387127,9868,31510
1418681499,20603.4504,9868,31092
1418681504,20534.4668605,9868,30888
1418681509,20966.9714769,9869,31816
1418681514,21199.4110247,9869,32168
1418681519,20829.447868,9869,32126
1418681524,20888.4418696,9869,32126
1418681529,20825.4570222,9869,33294
1418681534,20398.4738503,9870,33294
1418681539,20242.5101097,9869,33221
1418681544,20381.0013169,9869,32670
1418681549,20108.5137968,9868,32670
1418681554,19996.0276225,9869,32576
1418681559,20350.0132443,9869,32480
1418681564,20256.4649495,9869,32068
1418681569,20080.4330989,9869,32068
1418681574,20188.9438773,9870,32007
1418681579,20314.9428396,9870,31903
1418681584,20198.4573149,9870,31811
1418681589,20342.4651335,9869,31535
1418681594,20725.9674447,9870,31898
1418681599,20925.9306489,9870,31876
1418681604,20508.9694302,9869,31876
1418681609,20571.5271431,9870,31898
1418681614,20512.9802909,9870,32070
1418681619,20094.953138,9869,32028
1418681624,19784.4761816,9869,31921
1418681629,19679.95915,9867,31898
1418681634,19287.4679541,9867,31190
1418681639,19230.4620375,9867,31190
1418681644,18833.9621635,9867,31059
1418681649,18561.4461863,9867,30780
1418681654,18223.4697356,9867,30719
1418681659,18189.4757808,9867,30552
1418681664,18530.4794664,9868,30547
1418681669,19123.9729187,9867,30500
1418681674,19552.4922959,9867,30957
1418681679,20014.4837738,9868,30951
1418681684,20369.9759098,9868,31087
1418681689,20378.9627026,9867,31027
1418681694,19912.4846928,9868,31004
1418681699,19491.0137585,9868,30976
1418681704,19011.524479,9868,30894
1418681709,18724.0193923,9868,30818
1418681714,18496.5174556,9869,30792
1418681719,18461.0106736,9869,30591
1418681724,18503.512537,9869,30461
1418681729,18760.0088121,9869,30044
1418681734,18915.5040545,9869,29920
1418681739,18995.5177229,9869,29920
1418681744,19316.5123688,9869,29863
1418681749,19467.5109393,9869,29817
1418681754,19606.5188791,9868,29441
1418681759,19819.5174648,9869,29923
1418681764,20088.0123562,9869,29949
1418681769,20032.513225,9869,29949
1418681774,20085.5122237,9869,29923
1418681779,20193.5023802,9870,29923
1418681784,20007.0113339,9870,29878
1418681789,19994.0069408,9869,29878
1418681794,20282.0001647,9870,29695
1418681799,20340.0060299,9870,29644
1418681804,20796.0104464,9867,28946
1418681809,21238.0000929,9867,31228
1418681814,21523.5160167,9867,31247
1418681819,21625.532477,9867,31539
1418681824,22027.5262983,9868,31708
1418681829,22295.5289333,9867,33396
1418681834,22370.0212294,9867,33396
1418681839,22182.0208704,9867,33396
1418681845,22123.0237457,9868,33357
1418681850,22044.5139801,9867,33294
1418681855,21750.519284,9868,33294
1418681860,21734.0274269,9868,33205
1418681865,21962.0084875,9868,32894
1418681870,22097.0016401,9868,32449
1418681875,21604.5056708,9868,32449
1418681880,21439.492163,9868,32411
1418681885,21165.9843158,9869,32026
1418681890,20891.4704977,9868,32002
1418681895,20883.9787008,9868,31960
1418681900,20838.4802632,9868,31905
1418681905,20668.990444,9868,31887
1418681910,20463.5190565,9868,31779
1418681915,20361.0132098,9868,31610
1418681920,20432.5042305,9868,31328
1418681925,20329.9827128,9869,31303
1418681930,20657.9870169,9869,31244
1418681935,20529.9932604,9868,32790
1418681940,20119.4912599,9868,32790
1418681945,19994.5001895,9869,32030
1418681950,19887.4934248,9869,32030
1418681955,19633.9721051,9869,31887
1418681960,19673.9827232,9869,31507
1418681965,19765.454167,9869,31408
1418681970,19218.4588302,9868,31242
1418681975,19113.4511994,9868,31242
1418681980,19011.9398248,9868,31159
1418681985,18337.4724972,9868,31159
1418681990,18301.9375733,9868,31076
1418681995,17448.4803566,9868,31076
1418682000,17131.9593846,9868,30909
1418682005,16684.457903,9865,30786
1418682010,16363.4657142,9865,30624
1418682015,16206.4666761,9865,30193
1418682020,15907.475331,9866,30113
1418682025,15947.4878965,9866,30089
1418682030,15908.9848445,9866,29649
1418682035,15798.0022997,9866,29423
1418682040,16188.9936511,9866,29370
1418682045,16556.0003529,9866,29303
1418682050,16831.9946762,9867,28891
1418682055,17337.0002738,9867,29080
1418682060,17926.9925152,9867,28856
1418682065,18015.997581,9866,29080
1418682070,18494.4947356,9866,31243
1418682075,19232.4858378,9866,31243
1418682080,19713.9865122,9865,31024
1418682085,19999.4914258,9864,31934
1418682090,20438.4965254,9864,33204
1418682095,20934.5012391,9864,33204
1418682100,21135.5002701,9864,33311
1418682105,21566.0077195,9863,35403
1418682110,21691.9911333,9863,35373
1418682115,21329.0027645,9863,35209
1418682120,21160.4993009,9863,35207
1418682125,20840.4949517,9863,33981
1418682130,20466.9886725,9863,33981
1418682135,20512.4998759,9863,33711
1418682140,20535.9911106,9864,33549
1418682145,20547.981748,9864,33378
1418682150,20559.5096818,9863,33154
1418682155,20783.5162408,9864,33088
1418682160,20862.5174922,9864,33034
1418682165,20888.0103143,9863,32599
1418682170,20555.0000111,9864,32409
1418682175,19978.5070266,9864,32381
1418682180,19400.020665,9864,32357
1418682185,18994.0127747,9865,32354
1418682190,18878.5244301,9864,32354
1418682195,19163.5267415,9865,32077
1418682200,19460.0200983,9864,31937
1418682205,19484.5215236,9864,31844
1418682210,19594.0164093,9861,31845
