timestamp,mean,p99_min,p99_max
1419330666,36.0,233,233
1419330671,35.0,232,232
1419330676,34.0,207,207
1419330681,34.0,207,207
1419330686,35.0,212,212
1419330691,34.0,207,207
1419330696,36.0,203,203
1419330701,47.0,238,238
1419330706,49.0,252,252
1419330711,49.0,238,238
1419330716,50.0,235,235
1419330721,48.0,227,227
1419330726,49.0,223,223
1419330731,47.0,220,220
1419330736,46.0,219,219
1419330741,45.0,215,215
1419330746,46.0,208,208
1419330751,46.0,207,207
1419330756,44.0,207,207
1419330761,42.0,207,207
1419330766,42.0,192,192
1419330771,46.0,224,224
1419330776,44.0,219,219
1419330781,43.0,194,194
1419330786,46.0,194,194
1419330791,48.0,192,192
1419330796,46.0,187,187
1419330801,45.0,186,186
1419330806,64.0,365,365
1419330811,71.0,586,586
1419330816,70.0,547,547
1419330821,66.0,547,547
1419330826,65.0,500,500
1419330831,74.0,476,476
1419330836,78.0,451,451
1419330841,74.0,449,449
1419330846,70.0,449,449
1419330851,65.0,449,449
1419330856,63.0,424,424
1419330861,59.0,413,413
1419330866,57.0,409,409
1419330871,59.0,404,404
1419330876,56.0,402,402
1419330881,53.0,397,397
1419330886,51.0,337,337
1419330891,48.0,282,282
1419330896,47.0,282,282
1419330901,50.0,265,265
1419330906,46.0,245,245
1419330911,44.0,244,244
1419330916,42.0,242,242
1419330921,42.0,244,244
1419330926,41.0,242,242
1419330931,42.0,242,242
1419330936,41.0,242,242
1419330941,41.0,242,242
1419330946,39.0,241,241
1419330951,37.0,238,238
1419330956,35.0,210,210
1419330961,34.0,200,200
1419330966,31.0,193,193
1419330971,30.0,193,193
1419330976,28.0,185,185
1419330981,29.0,185,185
1419330986,28.0,171,171
1419330991,27.0,164,164
1419330996,25.0,159,159
1419331001,25.0,159,159
1419331006,27.0,178,178
1419331011,53.0,291,291
1419331016,52.0,291,291
1419331021,51.0,291,291
1419331026,52.0,289,289
1419331031,56.0,286,286
1419331036,74.0,431,431
1419331041,69.0,424,424
1419331046,64.0,424,424
1419331051,59.0,412,412
1419331056,67.0,409,409
1419331061,61.0,397,397
1419331066,59.0,397,397
1419331071,55.0,390,390
1419331076,56.0,373,373
1419331081,52.0,368,368
1419331087,56.0,392,392
1419331092,56.0,379,379
1419331097,54.0,370,370
1419331102,51.0,366,366
1419331107,48.0,321,321
1419331112,55.0,318,318
1419331117,79.0,490,490
1419331122,75.0,477,477
1419331127,70.0,477,477
1419331132,65.0,444,444
1419331137,61.0,396,396
1419331142,62.0,396,396
1419331147,58.0,370,370
1419331152,64.0,360,360
1419331157,61.0,358,358
1419331162,58.0,353,353
1419331167,54.0,335,335
1419331172,54.0,328,328
1419331177,52.0,318,318
1419331182,49.0,310,310
1419331187,48.0,298,298
1419331192,52.0,262,262
1419331197,50.0,256,256
1419331202,48.0,251,251
1419331207,49.0,250,250
1419331212,46.0,246,246
1419331217,46.0,258,258
1419331222,43.0,251,251
1419331227,41.0,250,250
1419331232,39.0,231,231
1419331237,36.0,221,221
1419331242,34.0,219,219
1419331247,33.0,209,209
1419331252,32.0,209,209
1419331257,30.0,201,201
1419331262,33.0,201,201
1419331267,33.0,194,194
1419331272,30.0,186,186
1419331277,29.0,186,186
1419331282,27.0,183,183
1419331287,26.0,164,164
1419331292,25.0,157,157
1419331297,28.0,221,221
1419331302,27.0,221,221
1419331307,26.0,201,201
1419331312,25.0,186,186
1419331317,24.0,168,168
1419331322,25.0,168,168
1419331327,31.0,183,183
1419331332,30.0,177,177
1419331337,32.0,163,163
1419331342,31.0,159,159
1419331347,37.0,181,181
1419331352,35.0,177,177
1419331357,37.0,170,170
1419331362,38.0,176,176
1419331367,37.0,166,166
1419331372,39.0,183,183
1419331377,39.0,179,179
1419331382,38.0,173,173
1419331387,41.0,237,237
1419331392,38.0,226,226
1419331397,52.0,379,379
1419331402,58.0,379,379
1419331407,57.0,378,378
1419331412,56.0,368,368
1419331417,56.0,357,357
1419331422,53.0,344,344
1419331427,51.0,314,314
1419331432,50.0,286,286
1419331437,54.0,272,272
1419331442,54.0,265,265
1419331447,50.0,262,262
1419331452,53.0,260,260
1419331457,63.0,445,445
1419331462,58.0,445,445
1419331467,56.0,430,430
1419331472,53.0,430,430
1419331477,52.0,428,428
1419331482,50.0,428,428
1419331487,51.0,412,412
1419331492,55.0,344,344
1419331497,51.0,281,281
1419331502,47.0,281,281
1419331507,43.0,276,276
1419331512,43.0,265,265
1419331517,42.0,248,248
1419331522,43.0,291,291
1419331527,43.0,291,291
1419331532,43.0,278,278
1419331537,45.0,280,280
1419331542,44.0,278,278
1419331547,43.0,278,278
1419331552,40.0,264,264
1419331557,38.0,261,261
1419331562,37.0,247,247
1419331567,35.0,245,245
1419331572,34.0,236,236
1419331577,35.0,205,205
1419331582,34.0,185,185
1419331587,34.0,177,177
1419331592,34.0,177,177
1419331597,35.0,177,177
1419331602,35.0,185,185
1419331607,33.0,177,177
1419331612,32.0,173,173
1419331617,33.0,173,173
1419331622,33.0,172,172
1419331627,33.0,172,172
1419331632,32.0,163,163
1419331638,32.0,162,162
1419331643,32.0,157,157
1419331648,32.0,157,157
1419331653,34.0,152,152
1419331658,34.0,140,140
1419331663,32.0,138,138
1419331668,34.0,139,139
1419331673,32.0,139,139
1419331678,31.0,135,135
1419331683,31.0,137,137
1419331688,33.0,141,141
1419331693,33.0,141,141
1419331698,34.0,141,141
1419331703,32.0,141,141
1419331708,31.0,139,139
1419331713,35.0,175,175
1419331718,34.0,172,172
1419331723,39.0,173,173
1419331728,38.0,177,177
1419331733,39.0,176,176
1419331738,42.0,201,201
1419331743,41.0,201,201
1419331748,42.0,211,211
1419331753,40.0,201,201
1419331758,38.0,208,208
1419331763,37.0,201,201
1419331768,35.0,201,201
1419331773,35.0,195,195
1419331778,33.0,183,183
1419331783,32.0,181,181
1419331788,41.0,190,190
1419331793,38.0,184,184
1419331798,37.0,183,183
1419331803,35.0,181,181
1419331808,34.0,181,181
1419331813,35.0,176,176
1419331818,48.0,340,340
1419331823,45.0,340,340
1419331828,42.0,340,340
1419331833,53.0,335,335
1419331838,49.0,324,324
1419331843,47.0,324,324
1419331848,46.0,320,320
1419331853,44.0,313,313
1419331858,40.0,289,289
1419331863,43.0,303,303
1419331868,42.0,292,292
1419331873,40.0,292,292
1419331878,36.0,292,292
1419331883,34.0,289,289
1419331888,35.0,289,289
1419331893,33.0,269,269
1419331898,35.0,259,259
1419331903,33.0,259,259
1419331908,33.0,239,239
1419331913,30.0,229,229
1419331918,28.0,225,225
1419331923,26.0,213,213
1419331928,25.0,180,180
1419331933,24.0,177,177
1419331938,26.0,186,186
1419331943,25.0,181,181
1419331948,26.0,177,177
1419331953,25.0,174,174
1419331958,30.0,170,170
1419331963,30.0,169,169
1419331968,29.0,190,190
1419331973,28.0,186,186
1419331978,27.0,163,163
1419331983,27.0,163,163
1419331988,29.0,159,159
1419331993,43.0,223,223
1419331998,52.0,273,273
1419332003,49.0,268,268
1419332008,49.0,232,232
1419332013,47.0,230,230
1419332018,58.0,287,287
1419332023,56.0,287,287
1419332028,51.0,276,276
1419332033,49.0,267,267
1419332038,47.0,267,267
1419332043,45.0,258,258
1419332048,45.0,253,253
1419332053,44.0,253,253
1419332058,41.0,248,248
1419332063,40.0,248,248
1419332068,49.0,258,258
1419332073,48.0,248,248
1419332078,44.0,236,236
1419332083,41.0,236,236
1419332088,40.0,224,224
1419332093,50.0,443,443
1419332098,48.0,415,415
1419332103,41.0,333,333
1419332108,39.0,282,282
1419332113,37.0,282,282
1419332118,53.0,432,432
1419332123,51.0,430,430
1419332128,49.0,430,430
1419332133,48.0,423,423
1419332138,47.0,420,420
1419332143,45.0,414,414
1419332148,56.0,417,417
1419332153,54.0,402,402
1419332158,54.0,400,400
1419332163,53.0,400,400
1419332168,51.0,397,397
1419332173,52.0,394,394
1419332178,47.0,392,392
1419332183,45.0,355,355
1419332188,43.0,333,333
1419332193,42.0,286,286
1419332198,43.0,286,286
1419332203,42.0,279,279
1419332208,43.0,261,261
1419332213,43.0,256,256
1419332218,41.0,237,237
1419332223,38.0,237,237
1419332228,36.0,230,230
1419332233,34.0,214,214
1419332238,33.0,201,201
1419332243,30.0,201,201
1419332248,29.0,199,199
1419332254,31.0,196,196
1419332259,29.0,194,194
1419332264,28.0,181,181
1419332269,26.0,179,179
1419332274,26.0,176,176
1419332279,26.0,189,189
1419332284,26.0,188,188
1419332289,28.0,171,171
1419332294,29.0,169,169
1419332299,29.0,168,168
1419332304,30.0,166,166
1419332309,30.0,166,166
1419332314,30.0,193,193
1419332319,31.0,189,189
1419332324,30.0,169,169
1419332329,31.0,165,165
1419332334,31.0,161,161
1419332339,32.0,161,161
1419332344,31.0,161,161
1419332349,32.0,169,169
1419332354,31.0,161,161
1419332359,34.0,169,169
1419332364,39.0,243,243
1419332369,44.0,280,280
1419332374,41.0,259,259
1419332379,40.0,259,259
1419332384,40.0,232,232
1419332389,41.0,223,223
1419332394,38.0,217,217
1419332399,36.0,195,195
1419332404,35.0,182,182
1419332409,34.0,182,182
1419332414,37.0,242,242
1419332419,36.0,234,234
1419332424,36.0,232,232
1419332429,37.0,228,228
1419332434,36.0,182,182
1419332439,35.0,173,173
1419332444,34.0,166,166
1419332449,34.0,161,161
1419332454,33.0,161,161
1419332459,31.0,158,158
1419332464,141.0,1044,1044
1419332469,121.0,1038,1038
1419332474,104.0,1037,1037
1419332479,92.0,1037,1037
1419332484,84.0,1037,1037
1419332489,74.0,1036,1036
1419332494,71.0,1027,1027
1419332499,64.0,986,986
1419332504,62.0,984,984
1419332509,59.0,984,984
1419332514,55.0,966,966
1419332519,52.0,949,949
1419332524,51.0,949,949
1419332529,48.0,901,901
1419332534,46.0,900,900
1419332539,44.0,875,875
1419332544,41.0,846,846
1419332549,36.0,609,609
1419332554,34.0,450,450
1419332559,35.0,427,427
1419332564,34.0,208,208
1419332569,33.0,203,203
1419332574,35.0,219,219
1419332579,32.0,214,214
1419332584,34.0,175,175
1419332589,32.0,175,175
1419332594,31.0,155,155
1419332599,30.0,155,155
1419332604,30.0,167,167
1419332609,41.0,263,263
1419332614,40.0,263,263
1419332619,41.0,261,261
1419332624,48.0,352,352
1419332629,47.0,328,328
1419332634,51.0,304,304
1419332639,52.0,279,279
1419332644,50.0,271,271
1419332649,45.0,266,266
1419332654,43.0,264,264
1419332659,45.0,242,242
1419332664,55.0,308,308
1419332669,57.0,290,290
1419332674,56.0,287,287
1419332679,54.0,287,287
1419332684,52.0,279,279
1419332689,51.0,263,263
1419332694,64.0,412,412
1419332699,62.0,394,394
1419332704,56.0,364,364
1419332709,55.0,364,364
1419332714,58.0,344,344
1419332719,56.0,323,323
1419332724,56.0,303,303
1419332729,52.0,287,287
1419332734,50.0,273,273
1419332739,48.0,267,267
1419332744,50.0,263,263
1419332749,51.0,256,256
1419332754,57.0,224,224
1419332759,56.0,214,214
1419332764,57.0,214,214
1419332769,59.0,231,231
1419332774,56.0,215,215
1419332779,55.0,214,214
1419332784,54.0,215,215
1419332789,57.0,214,214
1419332794,55.0,211,211
1419332799,57.0,249,249
1419332804,59.0,249,249
1419332809,56.0,240,240
1419332814,60.0,254,254
1419332819,57.0,254,254
1419332824,55.0,240,240
1419332829,53.0,240,240
1419332835,53.0,254,254
1419332840,48.0,238,238
1419332845,45.0,238,238
1419332850,42.0,234,234
1419332855,39.0,228,228
1419332860,37.0,221,221
1419332865,34.0,204,204
1419332870,34.0,204,204
1419332875,32.0,202,202
1419332880,33.0,190,190
1419332885,32.0,188,188
1419332890,31.0,187,187
1419332895,31.0,182,182
1419332900,29.0,181,181
1419332905,28.0,178,178
1419332910,28.0,159,159
1419332915,37.0,245,245
1419332920,50.0,251,251
1419332925,45.0,250,250
1419332930,45.0,250,250
1419332935,47.0,246,246
1419332940,49.0,246,246
1419332945,45.0,242,242
1419332950,44.0,237,237
1419332955,42.0,229,229
1419332960,42.0,229,229
1419332965,42.0,226,226
1419332970,42.0,221,221
1419332975,42.0,216,216
1419332980,43.0,208,208
1419332985,42.0,207,207
1419332990,44.0,207,207
1419332995,41.0,207,207
1419333000,41.0,223,223
1419333005,40.0,216,216
1419333010,39.0,194,194
1419333015,40.0,184,184
1419333020,37.0,182,182
1419333025,39.0,184,184
1419333030,39.0,184,184
1419333035,66.0,540,540
1419333040,64.0,540,540
1419333045,67.0,516,516
1419333050,62.0,505,505
1419333055,57.0,501,501
1419333060,55.0,498,498
1419333065,56.0,476,476
1419333070,53.0,467,467
1419333075,51.0,465,465
1419333080,51.0,283,283
1419333085,58.0,498,498
1419333090,62.0,469,469
1419333095,64.0,467,467
1419333100,60.0,251,251
1419333105,55.0,232,232
1419333110,54.0,224,224
1419333115,50.0,217,217
1419333120,53.0,289,289
1419333125,50.0,283,283
1419333130,48.0,273,273
1419333135,47.0,273,273
1419333140,44.0,263,263
1419333145,42.0,217,217
1419333150,41.0,211,211
1419333155,40.0,197,197
1419333160,36.0,186,186
1419333165,35.0,185,185
1419333170,34.0,185,185
1419333175,34.0,186,186
1419333180,35.0,186,186
1419333185,34.0,185,185
1419333190,34.0,180,180
1419333195,34.0,180,180
1419333200,32.0,180,180
1419333205,32.0,175,175
1419333210,31.0,175,175
1419333215,30.0,171,171
1419333220,28.0,167,167
1419333225,30.0,160,160
1419333230,32.0,157,157
1419333235,35.0,175,175
1419333240,34.0,168,168
1419333245,38.0,191,191
1419333250,37.0,188,188
1419333255,37.0,185,185
1419333260,37.0,180,180
1419333265,36.0,175,175
1419333270,37.0,169,169
1419333275,39.0,165,165
1419333280,44.0,178,178
1419333285,44.0,185,185
1419333290,46.0,185,185
1419333295,53.0,266,266
1419333300,51.0,247,247
1419333305,56.0,296,296
1419333310,58.0,248,248
1419333315,55.0,241,241
1419333320,56.0,238,238
1419333325,59.0,278,278
1419333330,56.0,276,276
1419333335,53.0,264,264
1419333340,56.0,254,254
1419333345,52.0,245,245
1419333350,54.0,253,253
1419333355,53.0,238,238
1419333360,52.0,219,219
1419333365,52.0,210,210
1419333370,49.0,203,203
1419333375,51.0,203,203
1419333380,51.0,201,201
1419333385,52.0,213,213
1419333390,49.0,213,213
1419333395,49.0,209,209
1419333400,46.0,207,207
1419333405,44.0,207,207
1419333410,45.0,204,204
1419333415,43.0,203,203
1419333420,47.0,227,227
1419333425,45.0,227,227
1419333430,44.0,226,226
1419333436,44.0,226,226
1419333441,41.0,207,207
1419333446,39.0,207,207
1419333451,41.0,201,201
1419333456,47.0,199,199
1419333461,48.0,199,199
1419333466,48.0,221,221
1419333471,51.0,243,243
1419333476,49.0,243,243
1419333481,46.0,242,242
1419333486,45.0,242,242
1419333491,44.0,241,241
1419333496,42.0,236,236
1419333501,40.0,227,227
1419333506,38.0,221,221
1419333511,37.0,221,221
1419333516,34.0,201,201
1419333521,36.0,201,201
1419333526,35.0,199,199
1419333531,33.0,199,199
1419333536,33.0,193,193
1419333541,32.0,189,189
1419333546,34.0,201,201
1419333551,34.0,198,198
1419333556,32.0,198,198
1419333561,32.0,195,195
